ts_code,total_assets,total_liab,goodwill
003037.SZ,5290121156.5,3600773129.84,
003037.SZ,5290121156.5,3600773129.84,
003037.SZ,4877994153.31,3175396153.52,0.0
003037.SZ,4600366028.06,2876566786.12,
003037.SZ,4203686037.55,2876630990.32,
003037.SZ,4203686037.55,2876630990.32,
003037.SZ,4056999677.05,2819020499.36,
003037.SZ,3584671269.81,2438656607.06,
003037.SZ,3584671269.81,2438656607.06,
003037.SZ,3426022219.91,2429794677.48,
003037.SZ,3426022219.91,2429794677.48,
003037.SZ,3248223879.79,2203394564.53,
003037.SZ,2943012203.62,2256588873.37,
