ts_code,total_assets,total_liab,goodwill
688515.SH,1974927509.34,141686850.61,
688515.SH,2035216145.81,148851011.14,
688515.SH,2035216145.81,148851011.14,
688515.SH,2102533149.9,164923710.25,
688515.SH,2102533149.9,164923710.25,
688515.SH,507455442.57,217954406.56,
688515.SH,507455442.57,217954406.56,
688515.SH,541559607.26,246780802.68,
688515.SH,492904768.59,194124097.55,
688515.SH,553011651.99,275701790.06,
688515.SH,553011651.99,275701790.06,
688515.SH,158704897.72,104393868.0,
688515.SH,67500153.74,7590732.16,
