ts_code,total_assets,total_liab,goodwill
688183.SH,6283904865.71,2461782668.65,
688183.SH,6283904865.71,2461782668.65,
688183.SH,6216964789.03,2448759559.49,
688183.SH,6697159888.98,2718413457.64,
688183.SH,6697159888.98,2718413457.64,
688183.SH,4571383737.15,2629614528.99,
688183.SH,4571383737.15,2629614528.99,
688183.SH,4698737863.88,2804567431.82,
688183.SH,4573279535.26,2773457219.4,
688183.SH,4573279535.26,2773457219.4,
688183.SH,3751451931.12,2029344852.37,
688183.SH,3751451931.12,2029344852.37,
688183.SH,2305877882.89,904660543.49,
688183.SH,2146719318.6,872181285.01,
