ts_code,total_assets,total_liab,goodwill
688225.SH,3429441077.83,1021802697.61,
688225.SH,3407587154.05,1015963389.87,
688225.SH,3481373693.13,937341469.77,
688225.SH,3481373693.13,937341469.77,
688225.SH,2489526807.56,1028914493.15,
688225.SH,2237983492.74,890028706.8,
688225.SH,2237983492.74,890028706.8,
688225.SH,2159302300.35,897260078.04,
688225.SH,1970252609.37,739544068.91,
688225.SH,1970252609.37,739544068.91,
688225.SH,1246833506.92,649591703.52,
688225.SH,1246833506.92,649591703.52,
688225.SH,1020225925.01,627420867.45,
