ts_code,total_assets,total_liab,goodwill
605138.SH,5756445840.32,4084443399.43,57391812.31
605138.SH,5756445840.32,4084443399.43,57391812.31
605138.SH,5263279966.55,3660078469.41,57391812.31
605138.SH,4820958104.76,3343159401.37,57391812.31
605138.SH,4820958104.76,3343159401.37,57391812.31
605138.SH,4788005000.0,3420022200.0,57391800.0
605138.SH,4788005000.0,3420022200.0,57391800.0
605138.SH,4850877627.83,3496525565.1,57391812.31
605138.SH,4850877627.83,3496525565.1,57391812.31
605138.SH,4725436631.54,3577841317.65,57391812.31
605138.SH,4143188800.0,3175959500.0,377100.0
