ts_code,total_assets,total_liab,goodwill
300947.SZ,4054392234.92,2735583723.57,
300947.SZ,4054392234.92,2735583723.57,
300947.SZ,4038304649.74,2701618083.77,
300947.SZ,4084315516.05,2726868640.62,
300947.SZ,4084315516.05,2726868640.62,
300947.SZ,1446902824.93,494177587.92,
300947.SZ,1446902824.93,494177587.92,
300947.SZ,1418316294.31,502179244.97,
300947.SZ,1395950073.78,504747122.63,
300947.SZ,1395950073.78,504747122.63,
300947.SZ,1404693513.21,534926740.43,
300947.SZ,1404693513.21,534926740.43,
300947.SZ,1310162814.22,566939147.69,
300947.SZ,943233365.41,538633551.96,
