ts_code,total_assets,total_liab,goodwill
300938.SZ,1273658727.74,233089903.13,16296307.79
300938.SZ,1273658727.74,233089903.13,16296307.79
300938.SZ,1148277494.58,176945969.49,7955164.55
300938.SZ,1081887620.44,117668503.1,7955164.55
300938.SZ,491668335.71,78575235.43,7955164.55
300938.SZ,491668335.71,78575235.43,7955164.55
300938.SZ,458563348.59,60449901.44,7955164.55
300938.SZ,445144868.3,69509116.89,7955164.55
300938.SZ,445144868.3,69509116.89,7955164.55
300938.SZ,406983840.33,54142526.23,7955164.55
300938.SZ,406983840.33,54142526.23,7955164.55
300938.SZ,345276147.51,52440880.69,7955164.55
300938.SZ,281015855.22,40513492.34,7955164.55
