ts_code,total_assets,total_liab,goodwill
001311.SZ,5251082799.92,1075875077.52,4986196.93
001311.SZ,5205085542.21,1168676341.27,
001311.SZ,5205085542.21,1168676341.27,
001311.SZ,5154829161.39,1158550559.83,
001311.SZ,3522253951.87,1661048089.84,
001311.SZ,3527979965.48,1665726490.53,
001311.SZ,3527979965.48,1665726490.53,
001311.SZ,2797418244.77,1197456973.51,
001311.SZ,2671046393.5,1255172159.85,
001311.SZ,2052292175.54,1021538102.61,
001311.SZ,2052292175.54,1021538102.61,
001311.SZ,1856317644.71,579146320.25,
001311.SZ,1856317644.71,579146320.25,
