ts_code,total_assets,total_liab,goodwill
300963.SZ,1116646728.76,268179079.63,
300963.SZ,1116646728.76,268179079.63,
300963.SZ,1050027993.17,209202247.25,
300963.SZ,759078084.77,227947057.39,
300963.SZ,759078084.77,227947057.39,
300963.SZ,736416721.67,211189969.15,
300963.SZ,736416721.67,211189969.15,
300963.SZ,714616104.93,204296157.48,
300963.SZ,714616104.93,204296157.48,
300963.SZ,731695999.78,252554927.51,
300963.SZ,731695999.78,252554927.51,
300963.SZ,682541618.02,245374830.62,
300963.SZ,583898447.07,194739198.99,
