ts_code,total_assets,total_liab,goodwill
301321.SZ,3674075564.53,2070383546.37,22348258.81
301321.SZ,3790963759.95,2174343410.01,22359601.43
301321.SZ,3640439041.25,2081831266.0,22376615.38
301321.SZ,3530328239.65,2009195206.48,22382286.69
301321.SZ,3530328239.65,2009195206.48,22382286.69
301321.SZ,2946729287.25,1582661991.58,22393629.32
301321.SZ,2946729287.25,1582661991.58,22393629.32
301321.SZ,2118295677.42,1329039470.53,23246143.77
301321.SZ,2118295677.42,1329039470.53,23246143.77
301321.SZ,2134828421.44,1478349263.15,23246143.77
