ts_code,total_assets,total_liab,goodwill
605303.SH,3021735755.93,1390169425.11,
605303.SH,3021735755.93,1390169425.11,
605303.SH,3184177775.3,1535774879.53,
605303.SH,3138786391.97,1494509061.03,
605303.SH,2934555938.28,1887652712.27,
605303.SH,2934555938.28,1887652712.27,
605303.SH,2696916503.19,1685530116.36,
605303.SH,2856374049.91,1874977287.14,
605303.SH,2856374049.91,1874977287.14,
605303.SH,2939475961.08,1978065939.06,
605303.SH,2939475961.08,1978065939.06,
605303.SH,2400091401.89,1580169869.1,
605303.SH,1859393736.39,1144703681.16,
