ts_code,total_assets,total_liab,goodwill
688662.SH,887820301.94,191913374.81,
688662.SH,887820301.94,191913374.81,
688662.SH,827630113.95,163236249.8,
688662.SH,804233237.09,133000693.82,
688662.SH,804233237.09,133000693.82,
688662.SH,498465581.54,147660091.0,
688662.SH,498465581.54,147660091.0,
688662.SH,414398848.99,107950037.45,
688662.SH,414398848.99,107950037.45,
688662.SH,443374010.87,137861874.55,
688662.SH,443374010.87,137861874.55,
688662.SH,390992720.44,134335265.64,
688662.SH,352959002.25,135553639.47,
