ts_code,total_assets,total_liab,goodwill
605055.SH,2097263821.66,968187210.89,
605055.SH,2097263821.66,968187210.89,
605055.SH,1939907616.76,816744036.61,
605055.SH,1931907788.02,840393606.02,
605055.SH,1931907788.02,840393606.02,
605055.SH,1610508896.8,870392448.69,
605055.SH,1610508896.8,870392448.69,
605055.SH,1535555486.34,818952741.85,
605055.SH,1378578182.52,688309360.43,
605055.SH,1378578182.52,688309360.43,
605055.SH,1315530050.57,656056088.46,
605055.SH,1315530050.57,656056088.46,
605055.SH,955009603.83,409517576.28,
605055.SH,851509268.23,459302925.31,
