ts_code,total_assets,total_liab,goodwill
688306.SH,4571294100.16,2625860303.02,619373123.17
688306.SH,4404563524.76,2474921213.92,613218106.39
688306.SH,5000876505.49,3083729482.49,619894172.47
688306.SH,3405170112.28,2927023610.31,631706347.06
688306.SH,3405170112.28,2927023610.31,631706347.06
688306.SH,3451670100.55,2934689403.56,658393111.86
688306.SH,3451670100.55,2934689403.56,658393111.86
688306.SH,3414100822.93,2891684414.02,672523972.56
688306.SH,3616104051.79,3096222378.64,702168155.9
688306.SH,3616104051.79,3096222378.64,702168155.9
688306.SH,3665802898.53,3105756426.02,683837410.86
688306.SH,3665802898.53,3105756426.02,683837410.86
688306.SH,3555685530.83,3579855696.62,686619834.21
