ts_code,total_assets,total_liab,goodwill
301246.SZ,5560244207.06,1190475979.65,
301246.SZ,5709791741.0,1373427860.83,
301246.SZ,5709791741.0,1373427860.83,
301246.SZ,5946690641.47,1571625358.27,
301246.SZ,3892626666.94,1760308701.12,
301246.SZ,3874152752.16,1760308701.12,
301246.SZ,3874152752.16,1760308701.12,
301246.SZ,3285400820.62,1304644079.95,
301246.SZ,2432256726.66,754273374.95,
301246.SZ,2432256726.66,754273374.95,
301246.SZ,1751639775.97,567402103.64,6500500.0
301246.SZ,1751639775.97,567402103.64,6500500.0
301246.SZ,1782553661.84,855407108.64,6500500.0
301246.SZ,1782553661.84,855407108.64,6500500.0
