ts_code,total_assets,total_liab,goodwill
301408.SZ,4427479863.47,2480000662.95,602717608.34
301408.SZ,3848776154.5,1931925776.64,457163601.81
301408.SZ,3848776154.5,1931925776.64,457163601.81
301408.SZ,3614598263.03,1755989375.54,246783765.47
301408.SZ,2576852249.8,1629262668.45,190055569.76
301408.SZ,2576184947.3,1629179024.6,190055569.76
301408.SZ,2576184947.3,1629179024.6,190055569.76
301408.SZ,2210739163.0,1382134656.77,190055569.76
301408.SZ,1971050723.14,1186004466.2,190055569.76
301408.SZ,1971050723.14,1186004466.2,190055569.76
301408.SZ,1286238260.96,571169738.73,153105712.17
301408.SZ,1066317656.41,524721215.47,153105712.17
