ts_code,total_assets,total_liab,goodwill
300952.SZ,1193428666.07,262171800.92,1757651.91
300952.SZ,1193428666.07,262171800.92,1757651.91
300952.SZ,1199444954.04,295387232.69,1757651.91
300952.SZ,1281265000.15,373231249.85,1757651.91
300952.SZ,1281265000.15,373231249.85,1757651.91
300952.SZ,859892202.12,342973124.44,1757651.91
300952.SZ,859892202.12,342973124.44,1757651.91
300952.SZ,728102349.1,261168482.63,1757651.91
300952.SZ,728102349.1,261168482.63,1757651.91
300952.SZ,617870171.04,212972098.58,1757651.91
300952.SZ,617870171.04,212972098.58,1757651.91
300952.SZ,468787249.2,163723913.88,1757651.91
300952.SZ,326746333.29,182896547.6,1757651.91
