ts_code,total_assets,total_liab,goodwill
605368.SH,4483460370.66,1693589566.26,19399197.27
605368.SH,4483460370.66,1693589566.26,19399197.27
605368.SH,4298692568.17,1619362312.71,19399197.27
605368.SH,4506026239.51,1678287753.86,19399197.27
605368.SH,4506026239.51,1678287753.86,19399197.27
605368.SH,3706513611.31,1853453757.77,19399197.27
605368.SH,3706513611.31,1853453757.77,19399197.27
605368.SH,3499555302.39,1743561225.27,19399197.27
605368.SH,3487257065.49,1812140456.9,19399197.27
605368.SH,3487257065.49,1812140456.9,19399197.27
605368.SH,3743899273.39,2033057903.1,19399197.27
605368.SH,3743899273.39,2033057903.1,19399197.27
605368.SH,3407161101.24,1867212186.78,19399197.27
605368.SH,3185724640.02,1826767989.53,19399197.27
