ts_code,total_assets,total_liab,goodwill
605337.SH,2001522434.13,463651521.02,
605337.SH,2001522434.13,463651521.02,
605337.SH,1878267605.43,406403069.33,
605337.SH,1882239438.5,408497540.85,
605337.SH,1882239438.5,408497540.85,
605337.SH,1135931566.72,406356111.8,
605337.SH,1135931566.72,406356111.8,
605337.SH,1018398433.2,359418214.01,
605337.SH,929399906.45,332051489.26,
605337.SH,929399906.45,332051489.26,
605337.SH,826773204.85,311764374.78,
605337.SH,826773204.85,311764374.78,
605337.SH,749010045.6,278655670.7,
605337.SH,641830446.5,311277549.08,
