ts_code,total_assets,total_liab,goodwill
601121.SH,6175161291.01,2460027877.0,6450990.43
601121.SH,5690531005.06,2359279112.79,
601121.SH,5690531005.06,2359279112.79,
601121.SH,5563448967.22,2264855216.2,
601121.SH,4757879195.88,2310868043.56,
601121.SH,4757879195.88,2310868043.56,
601121.SH,4757879195.88,2310868043.56,
601121.SH,4185869895.77,2056061572.11,
601121.SH,3264310193.54,1280921124.73,
601121.SH,3264310193.54,1280921124.73,
601121.SH,2494731577.21,800242553.1,
601121.SH,2817625455.34,1060393492.79,
