ts_code,total_assets,total_liab,goodwill
688223.SH,110836954697.81,85396055618.46,
688223.SH,101904214410.03,77508052970.83,
688223.SH,92389274563.0,68562697305.44,
688223.SH,72871079911.39,59313919830.84,
688223.SH,63411661464.93,50201015214.4,
688223.SH,63411661464.93,50201015214.4,
688223.SH,55880480087.69,42833387219.56,
688223.SH,50534648358.33,38020504789.16,
688223.SH,50534648358.33,38020504789.16,
688223.SH,45140786804.39,36086512028.35,
688223.SH,45140786804.39,36086512028.35,
688223.SH,33291779346.25,25717502096.64,
