ts_code,total_assets,total_liab,goodwill
688533.SH,1584658375.08,568381181.83,
688533.SH,1584658375.08,568381181.83,
688533.SH,1637481453.38,634263022.31,
688533.SH,1349070833.28,616619239.19,
688533.SH,1349070833.28,616619239.19,
688533.SH,1356099577.4,641462476.62,
688533.SH,1356099577.4,641462476.62,
688533.SH,1174679414.54,532756293.02,
688533.SH,1174679414.54,532756293.02,
688533.SH,1337704511.21,650071910.16,
688533.SH,1337704511.21,650071910.16,
688533.SH,1179622568.88,576796071.42,
688533.SH,1305961750.14,814583517.84,
