ts_code,total_assets,total_liab,goodwill
688636.SH,1139047270.08,310793611.08,
688636.SH,1139047270.08,310793611.08,
688636.SH,1135471299.05,343817938.77,
688636.SH,615400376.17,234309407.87,
688636.SH,615400376.17,234309407.87,
688636.SH,601775059.47,230715812.51,
688636.SH,601775059.47,230715812.51,
688636.SH,538313828.59,208051168.31,
688636.SH,476884731.48,176532655.59,
688636.SH,476884731.48,176532655.59,
688636.SH,457936035.92,169701845.73,
688636.SH,457936035.92,169701845.73,
688636.SH,392687732.02,159187642.99,
688636.SH,301742698.69,127569352.67,
