ts_code,total_assets,total_liab,goodwill
605208.SH,2745978253.37,800623188.81,
605208.SH,2745978253.37,800623188.81,
605208.SH,2621796131.6,719881346.48,
605208.SH,2647822790.01,773048890.23,
605208.SH,2647822790.01,773048890.23,
605208.SH,2244978538.13,1001788238.52,
605208.SH,2244978538.13,1001788238.52,
605208.SH,2150035423.7,951793691.13,
605208.SH,2091191856.78,952738679.34,
605208.SH,2091191856.78,952738679.34,
605208.SH,1971730739.08,905693420.71,
605208.SH,1971730739.08,905693420.71,
605208.SH,1704886376.55,765146370.14,
605208.SH,1520240131.83,696193472.78,
