ts_code,total_assets,total_liab,goodwill
001202.SZ,931348067.0,206386219.53,184192.3
001202.SZ,931348067.0,206386219.53,184192.3
001202.SZ,826178961.73,114214432.94,184192.3
001202.SZ,448348556.58,177251246.53,184192.3
001202.SZ,448348556.58,177251246.53,184192.3
001202.SZ,367329550.69,114684522.19,184192.3
001202.SZ,367329550.69,114684522.19,184192.3
001202.SZ,335450041.88,135900086.51,184192.3
001202.SZ,335450041.88,135900086.51,184192.3
001202.SZ,286263091.11,124157475.84,184192.3
001202.SZ,286263091.11,124157475.84,184192.3
001202.SZ,227423801.7,88996469.87,184192.3
001202.SZ,107484215.38,13137146.03,184192.3
