ts_code,total_assets,total_liab,goodwill
688350.SH,1770777601.34,393719337.04,12707431.36
688350.SH,1770777601.34,393719337.04,12707431.36
688350.SH,1695181381.11,346067414.83,12707431.36
688350.SH,1740357780.68,369005449.98,12707431.36
688350.SH,1740357780.68,369005449.98,12707431.36
688350.SH,1310341841.89,340177028.87,12707431.36
688350.SH,1310341841.89,340177028.87,12707431.36
688350.SH,1306346760.17,352233337.52,12707431.36
688350.SH,1237357244.64,314534825.1,12707431.36
688350.SH,1237357244.64,314534825.1,12707431.36
688350.SH,1275510964.99,370242032.84,12707431.36
688350.SH,1275510964.99,370242032.84,12707431.36
688350.SH,1291617559.99,411204833.0,12707431.36
688350.SH,1158260775.6,348644407.3,12707431.36
