ts_code,total_assets,total_liab,goodwill
300965.SZ,1512467390.1,170839168.12,
300965.SZ,1512467390.1,170839168.12,
300965.SZ,1488599193.32,162575549.38,
300965.SZ,1466726307.92,146970567.27,
300965.SZ,1466726307.92,146970567.27,
300965.SZ,574697885.0,134692433.09,
300965.SZ,574697885.0,134692433.09,
300965.SZ,521806981.82,128025403.92,
300965.SZ,521806981.82,128025403.92,
300965.SZ,508552740.2,172001198.06,
300965.SZ,508552740.2,172001198.06,
300965.SZ,422999860.88,170259389.01,
300965.SZ,484126458.72,270013656.94,
300965.SZ,484126458.72,270013656.94,
