ts_code,total_assets,total_liab,goodwill
300967.SZ,1113971720.38,293382358.41,
300967.SZ,1113971720.38,293382358.41,
300967.SZ,1074650586.41,279176764.35,
300967.SZ,913741476.78,281448260.69,
300967.SZ,913741476.78,281448260.69,
300967.SZ,874431397.93,259460425.17,
300967.SZ,874431397.93,259460425.17,
300967.SZ,839563351.0,242618811.25,
300967.SZ,839563351.0,242618811.25,
300967.SZ,774713304.68,209990888.35,
300967.SZ,774713304.68,209990888.35,
300967.SZ,660446911.34,175025394.56,
300967.SZ,556852596.84,116688234.09,
