ts_code,total_assets,total_liab,goodwill
688052.SH,6676892920.29,282986726.94,
688052.SH,6737501446.76,478869408.38,
688052.SH,1176994096.25,535208834.41,38091639.59
688052.SH,840804310.92,285095073.06,38091639.59
688052.SH,840804310.92,285095073.06,38091639.59
688052.SH,576040103.38,158625201.37,38091639.59
688052.SH,437022306.33,113989431.5,38091639.59
688052.SH,437022306.33,113989431.5,38091639.59
688052.SH,145275273.9,32017304.96,
688052.SH,145275273.9,32017304.96,
688052.SH,45631048.02,11746730.4,
