ts_code,total_assets,total_liab,goodwill
301319.SZ,1270828840.72,193197766.83,264082.8
301319.SZ,723137612.51,318323004.21,264082.8
301319.SZ,694178200.0,305888400.0,
301319.SZ,641643505.12,276364001.79,264082.8
301319.SZ,641643505.12,276364001.79,264082.8
301319.SZ,496319719.54,176627662.33,264082.8
301319.SZ,479062467.52,165965392.91,264082.8
301319.SZ,479062467.52,165965392.91,264082.8
301319.SZ,399182079.75,116601353.57,264082.8
301319.SZ,399182079.75,116601353.57,264082.8
301319.SZ,379517219.44,126170716.84,264082.8
