ts_code,total_assets,total_liab,goodwill
300614.SZ,1963624160.46,500126869.8,56423030.14
300614.SZ,1963624160.46,500126869.8,56423030.14
300614.SZ,1824724733.49,376765934.41,46195930.39
300614.SZ,1426010299.98,343384906.18,46195930.39
300614.SZ,1426010299.98,343384906.18,46195930.39
300614.SZ,1396881558.44,355768873.32,46195930.39
300614.SZ,1396881558.44,355768873.32,46195930.39
300614.SZ,1278607097.81,365737458.03,49266273.54
300614.SZ,1278607097.81,365737458.03,49266273.54
300614.SZ,983989993.23,193734216.74,49266273.54
