ts_code,total_assets,total_liab,goodwill
688097.SH,5902529486.99,3617588310.92,
688097.SH,5902529486.99,3617588310.92,
688097.SH,5559307938.47,3398401662.97,
688097.SH,4507253450.2,2733473924.24,
688097.SH,4507253450.2,2733473924.24,
688097.SH,4328554256.36,2536626050.82,
688097.SH,4328554256.36,2536626050.82,
688097.SH,4120949310.71,2480453364.58,
688097.SH,2691867167.25,1187366793.39,
688097.SH,2691867167.25,1187366793.39,
688097.SH,2981781472.83,1774082474.56,
688097.SH,2415481096.11,1508579445.15,
