ts_code,total_assets,total_liab,goodwill
301150.SZ,4579831835.83,753135894.92,7459728.14
301150.SZ,4427472942.52,683988503.76,7459728.14
301150.SZ,2009790923.41,854223658.53,7459728.14
301150.SZ,1759373599.18,707262713.46,7459728.14
301150.SZ,1759373599.18,707262713.46,7459728.14
301150.SZ,1362415513.61,500508616.27,7459728.14
301150.SZ,1122266298.75,451550380.98,7459728.14
301150.SZ,1122266298.75,451550380.98,7459728.14
301150.SZ,1025208409.62,478466410.63,7459728.14
301150.SZ,1025208409.62,478466410.63,7459728.14
301150.SZ,782957569.7,391953925.48,7459728.14
