ts_code,total_assets,total_liab,goodwill
688079.SH,1830081747.39,256339910.45,0.0
688079.SH,1830081747.39,256339910.45,0.0
688079.SH,1793360982.24,246126077.46,0.0
688079.SH,1934578822.1,363929268.91,
688079.SH,1934578822.1,363929268.91,
688079.SH,1081013239.9,479536135.45,
688079.SH,1081013239.9,479536135.45,
688079.SH,907548586.1,379975755.58,
688079.SH,907548586.1,379975755.58,
688079.SH,674046624.93,219277874.37,
688079.SH,674046624.93,219277874.37,
688079.SH,349143910.34,192846792.84,
688079.SH,270187757.57,215018608.35,
