ts_code,total_assets,total_liab,goodwill
301086.SZ,902598725.55,473697958.34,25665759.15
301086.SZ,902598725.55,473697958.34,25665759.15
301086.SZ,798968969.66,413718912.83,25665759.15
301086.SZ,704058539.32,357517334.67,25665759.15
301086.SZ,704058539.32,357517334.67,25665759.15
301086.SZ,476606968.36,225114037.01,25665759.15
301086.SZ,476606968.36,225114037.01,25665759.15
301086.SZ,400823262.06,172165973.94,25665759.15
301086.SZ,400823262.06,172165973.94,25665759.15
301086.SZ,362145261.57,221567522.12,25665759.15
301086.SZ,225785759.32,152721423.64,
