ts_code,total_assets,total_liab,goodwill
300940.SZ,1458181316.58,601607207.47,
300940.SZ,1458181316.58,601607207.47,
300940.SZ,1501526801.26,662965225.66,
300940.SZ,1573657299.28,736909647.4,
300940.SZ,1573657299.28,736909647.4,
300940.SZ,1161530178.75,665111981.5,
300940.SZ,1161530178.75,665111981.5,
300940.SZ,966800891.18,477462119.22,
300940.SZ,831471422.02,374196783.78,
300940.SZ,831471422.02,374196783.78,
300940.SZ,927813420.13,500751087.24,
300940.SZ,927813420.13,500751087.24,
300940.SZ,836228425.36,489182470.74,
300940.SZ,536354964.4,329687505.63,
