ts_code,total_assets,total_liab,goodwill
688395.SH,835541122.93,190443742.79,
688395.SH,835541122.93,190443742.79,
688395.SH,827301624.83,201010636.92,
688395.SH,452512660.79,132236403.53,
688395.SH,452512660.79,132236403.53,
688395.SH,470351371.23,164874753.33,
688395.SH,470351371.23,164874753.33,
688395.SH,445332468.19,176372604.03,
688395.SH,445332468.19,176372604.03,
688395.SH,363726453.88,128609304.78,
688395.SH,363726453.88,128609304.78,
688395.SH,274749513.77,89145118.75,
688395.SH,215978601.72,60798666.14,
