ts_code,total_assets,total_liab,goodwill
688639.SH,1366397530.53,266762611.68,
688639.SH,1366397530.53,266762611.68,
688639.SH,1339584945.79,264808963.28,
688639.SH,810149973.9,289287251.93,
688639.SH,810149973.9,289287251.93,
688639.SH,742885791.49,253105456.17,
688639.SH,742885791.49,253105456.17,
688639.SH,667121804.36,213271426.75,
688639.SH,651675432.4,218200105.79,
688639.SH,651675432.4,218200105.79,
688639.SH,561088694.62,192408584.17,
688639.SH,561088694.62,192408584.17,
688639.SH,541127057.12,230835435.81,
688639.SH,412059128.08,201330918.22,
