ts_code,total_assets,total_liab,goodwill
605378.SH,1478081605.67,351673091.19,
605378.SH,1478081605.67,351673091.19,
605378.SH,1429215280.0,329017313.78,
605378.SH,886121737.33,278096420.29,
605378.SH,886121737.33,278096420.29,
605378.SH,904172559.35,320589544.15,
605378.SH,904172559.35,320589544.15,
605378.SH,781622728.74,276548569.77,
605378.SH,781622728.74,276548569.77,
605378.SH,767400964.68,262083801.58,
605378.SH,767400964.68,262083801.58,
605378.SH,722649068.35,272531993.81,
605378.SH,714330113.55,365367468.37,
