ts_code,total_assets,total_liab,goodwill
300961.SZ,2551383025.34,1480673218.23,
300961.SZ,2551383025.34,1480673218.23,
300961.SZ,2233401598.99,1187964054.5,
300961.SZ,2106219553.84,1083814820.92,
300961.SZ,2106219553.84,1083814820.92,
300961.SZ,1632770824.69,937225476.94,
300961.SZ,1632770824.69,937225476.94,
300961.SZ,1445575671.35,807909762.89,
300961.SZ,1445575671.35,807909762.89,
300961.SZ,1219751186.93,616698019.04,
300961.SZ,1219751186.93,616698019.04,
300961.SZ,836865176.38,430620711.68,
300961.SZ,595512414.27,247242504.35,
