ts_code,total_assets,total_liab,goodwill
003041.SZ,1415450695.98,306199380.14,
003041.SZ,1415450695.98,306199380.14,
003041.SZ,1280615507.92,213456087.61,
003041.SZ,1238209147.18,190379336.83,
003041.SZ,1238209147.18,190379336.83,
003041.SZ,838848022.86,189243785.02,
003041.SZ,838848022.86,189243785.02,
003041.SZ,706589599.75,141527995.16,
003041.SZ,706589599.75,141527995.16,
003041.SZ,733037710.88,205131012.86,
003041.SZ,733037710.88,205131012.86,
003041.SZ,670857697.24,244607701.56,
003041.SZ,663061956.94,299739271.34,
