ts_code,total_assets,total_liab,goodwill
300937.SZ,1118030540.72,338538937.83,2706430.54
300937.SZ,1118030540.72,338538937.83,2706430.54
300937.SZ,1126781227.85,348232170.46,2718684.52
300937.SZ,1198456011.29,422447803.85,3132830.08
300937.SZ,839378687.05,314146878.12,3132830.08
300937.SZ,839378687.05,314146878.12,3132830.08
300937.SZ,862610633.41,359548301.14,2948552.16
300937.SZ,864620841.04,370540433.66,2948552.16
300937.SZ,864620841.04,370540433.66,2948552.16
300937.SZ,743643453.31,256540069.14,2936298.18
300937.SZ,743643453.31,256540069.14,2936298.18
300937.SZ,634371711.41,221398377.15,
300937.SZ,426447008.91,134430525.85,
