ts_code,total_assets,total_liab,goodwill
603836.SH,4095638952.74,1841557535.21,
603836.SH,4095638952.74,1841557535.21,
603836.SH,3489857439.51,1544470143.49,
603836.SH,2133099232.24,1105703528.56,
603836.SH,2133099232.24,1105703528.56,
603836.SH,1884749392.86,943008646.29,
603836.SH,1884749392.86,943008646.29,
603836.SH,1530875673.69,694749213.35,
603836.SH,1530875673.69,694749213.35,
603836.SH,1371603487.57,586075229.66,
603836.SH,1371603487.57,586075229.66,
603836.SH,1242219362.59,693793735.13,
603836.SH,1242219362.59,693793735.13,
603836.SH,893173722.16,519172503.47,
