ts_code,total_assets,total_liab,goodwill
688665.SH,974191481.67,199220749.18,
688665.SH,974191481.67,199220749.18,
688665.SH,888423953.25,162711683.75,
688665.SH,839960363.42,125864402.28,
688665.SH,839960363.42,125864402.28,
688665.SH,352590705.26,128917501.04,
688665.SH,352590705.26,128917501.04,
688665.SH,275915970.02,90393042.97,
688665.SH,242161396.95,80174609.3,
688665.SH,242161396.95,80174609.3,
688665.SH,238763939.21,80119009.15,
688665.SH,238763939.21,80119009.15,
688665.SH,163220676.63,65708130.52,
688665.SH,145326575.43,82553004.6,
