ts_code,total_assets,total_liab,goodwill
920208.BJ,1220200133.25,362384586.7,32005737.98
920208.BJ,1264817460.8,463473402.39,
920208.BJ,1264817460.8,463473402.39,
920208.BJ,941924051.88,366645584.13,
920208.BJ,941924051.88,366645584.13,
920208.BJ,1078139095.05,517995306.27,
920208.BJ,1078139095.05,517995306.27,
920208.BJ,1078139095.05,517995306.27,
920208.BJ,953377877.06,465084288.75,
920208.BJ,953377877.06,465084288.75,
920208.BJ,819400568.56,392940822.35,740846.57
920208.BJ,637396113.33,341117093.85,29251218.44
