ts_code,total_assets,total_liab,goodwill
301306.SZ,1378454488.3,160524031.32,2904551.47
301306.SZ,553836204.15,171308420.42,2904551.47
301306.SZ,536621399.55,169273020.9,2904551.47
301306.SZ,535825803.96,176466785.27,2904551.47
301306.SZ,535825803.96,176466785.27,2904551.47
301306.SZ,419969601.75,128136471.69,2904551.47
301306.SZ,419969601.75,128136471.69,2904551.47
301306.SZ,313708761.76,111305970.36,2904551.47
301306.SZ,313708761.76,111305970.36,2904551.47
301306.SZ,278246299.62,129408761.91,2904551.47
