ts_code,total_assets,total_liab,goodwill
001205.SZ,1633060626.43,352535230.94,
001205.SZ,1633060626.43,352535230.94,
001205.SZ,1542823917.92,298952759.39,
001205.SZ,1046519643.87,275102516.76,
001205.SZ,1046519643.87,275102516.76,
001205.SZ,1013139043.71,275103013.74,
001205.SZ,1013139043.71,275103013.74,
001205.SZ,1020458510.77,348863168.35,
001205.SZ,1020458510.77,348863168.35,
001205.SZ,959750635.87,333533037.11,
001205.SZ,959750635.87,333533037.11,
001205.SZ,722054387.19,239056936.24,
001205.SZ,636846833.34,267360226.14,
