ts_code,total_assets,total_liab,goodwill
301237.SZ,1594058850.29,100909674.82,
301237.SZ,1607391383.48,122338155.87,
301237.SZ,1733161026.1,213339392.46,
301237.SZ,662013939.69,189623418.01,
301237.SZ,662013939.69,189623418.01,
301237.SZ,662013939.69,189623418.01,
301237.SZ,662013939.69,189623418.01,
301237.SZ,632774641.29,183721714.34,
301237.SZ,632774641.29,183721714.34,
301237.SZ,597546957.49,176758891.07,
301237.SZ,533552984.39,184857843.4,
301237.SZ,533552984.39,184857843.4,
301237.SZ,385349529.03,110828775.53,
301237.SZ,385349529.03,110828775.53,
301237.SZ,244931569.94,75269257.33,
