ts_code,total_assets,total_liab,goodwill
688661.SH,626109668.44,74901522.48,
688661.SH,626109668.44,74901522.48,
688661.SH,595307567.76,73270408.59,
688661.SH,584520752.89,76310912.82,
688661.SH,584520752.89,76310912.82,
688661.SH,229914816.0,67619781.53,
688661.SH,229914816.0,67619781.53,
688661.SH,166176896.25,43472009.27,
688661.SH,166176896.25,43472009.27,
688661.SH,156442734.18,55544069.89,
688661.SH,156442734.18,55544069.89,
688661.SH,108695669.08,34819111.89,
688661.SH,78037157.5,31261439.38,
