ts_code,total_assets,total_liab,goodwill
003042.SZ,3009318933.62,1434195403.71,
003042.SZ,3009318933.62,1434195403.71,
003042.SZ,2899267493.42,1346561795.69,
003042.SZ,2951821023.72,1400536830.45,
003042.SZ,2951821023.72,1400536830.45,
003042.SZ,2300481298.05,1304297929.35,
003042.SZ,2300481298.05,1304297929.35,
003042.SZ,2268941719.43,1294741838.34,
003042.SZ,2131808610.15,1163853389.0,
003042.SZ,2131808610.15,1163853389.0,
003042.SZ,1886542480.81,972456094.18,
003042.SZ,1886542480.81,972456094.18,
003042.SZ,1789727588.12,989656003.43,
003042.SZ,1614489037.56,1186068734.04,
