ts_code,total_assets,total_liab,goodwill
001217.SZ,2216640445.65,364158398.54,
001217.SZ,2216640445.65,364158398.54,
001217.SZ,1244556782.08,284173454.36,
001217.SZ,1118501711.69,249573001.74,
001217.SZ,1118501711.69,249573001.74,
001217.SZ,1032845668.02,254548619.08,
001217.SZ,1032845668.02,254548619.08,
001217.SZ,912232953.4,241472923.03,
001217.SZ,912232953.4,241472923.03,
001217.SZ,906651584.65,269232662.98,
001217.SZ,941671146.38,271177784.43,
001217.SZ,941671146.38,271177784.43,
001217.SZ,975886509.89,431559749.15,
001217.SZ,975886509.89,431559749.15,
