ts_code,total_assets,total_liab,goodwill
688676.SH,4921274221.47,2526526467.68,2229272.16
688676.SH,4921274221.47,2526526467.68,2229272.16
688676.SH,4591307560.78,2251623312.64,2229272.16
688676.SH,4419479506.85,2059192201.68,2229272.16
688676.SH,4419479506.85,2059192201.68,2229272.16
688676.SH,4020030688.74,2057809757.48,2229272.16
688676.SH,4020030688.74,2057809757.48,2229272.16
688676.SH,3301698330.67,1533649556.17,2229272.16
688676.SH,3301698330.67,1533649556.17,2229272.16
688676.SH,3054914601.99,1461445141.72,2229272.16
