ts_code,total_assets,total_liab,goodwill
688659.SH,989636419.2,361609667.83,
688659.SH,989636419.2,361609667.83,
688659.SH,919258810.65,304374943.56,
688659.SH,936341228.86,326170388.32,
688659.SH,936341228.86,326170388.32,
688659.SH,687848514.57,291791867.95,
688659.SH,687848514.57,291791867.95,
688659.SH,668497474.12,312244511.69,
688659.SH,641203861.14,299868508.48,
688659.SH,641203861.14,299868508.48,
688659.SH,568621764.71,234615400.15,
688659.SH,568621764.71,234615400.15,
688659.SH,549231954.1,257338443.45,
688659.SH,470109418.11,216076483.9,
