ts_code,total_assets,total_liab,goodwill
601133.SH,4598729118.12,1892289064.8,7498530.39
601133.SH,4094430718.17,1420279515.82,7498530.39
601133.SH,4094430718.17,1420279515.82,7498530.39
601133.SH,2633002994.01,1298416981.35,7498530.39
601133.SH,2633002994.01,1298416981.35,7498530.39
601133.SH,2911527600.0,1618456200.0,
601133.SH,2911527556.07,1618456165.23,7498530.39
601133.SH,2911527556.07,1618456165.23,7498530.39
601133.SH,2911527556.07,1618456165.23,7498530.39
601133.SH,2509942748.44,1337343880.64,7498530.39
601133.SH,2463756213.3,1428400646.4,7498530.39
601133.SH,2463756213.3,1428400646.4,7498530.39
601133.SH,2463756213.3,1428400646.4,7498530.39
601133.SH,2018180485.78,1109695243.06,
601133.SH,2018180485.78,1109695243.06,
601133.SH,1686035205.38,913308912.37,
601133.SH,1686035205.38,913308912.37,
