ts_code,total_assets,total_liab,goodwill
688349.SH,25757079294.79,15151051173.04,
688349.SH,23933759856.13,13595843126.14,
688349.SH,16319037805.1,11803203787.25,
688349.SH,17762239183.78,13922291492.28,
688349.SH,17762239183.78,13922291492.28,
688349.SH,17762239183.78,13922291492.28,
688349.SH,13841870307.14,10829049584.4,
688349.SH,14166176259.17,11996878211.82,699023.7
688349.SH,14166176259.17,11996878211.82,699023.7
688349.SH,7366811808.44,8380281880.43,
688349.SH,7366811808.44,8380281880.43,
