ts_code,total_assets,total_liab,goodwill
301260.SZ,8767066232.03,3978119910.11,
301260.SZ,9331770110.36,4417110886.68,
301260.SZ,9331770110.36,4417110886.68,
301260.SZ,10115788683.71,5047578418.18,
301260.SZ,10115788683.71,5047578418.18,
301260.SZ,6194731209.08,4718973474.15,
301260.SZ,6194731209.08,4718973474.15,
301260.SZ,5876239121.92,4412338927.62,
301260.SZ,6090874803.36,4485561571.96,
301260.SZ,5219295701.03,3863617658.56,
301260.SZ,5219295701.03,3863617658.56,
301260.SZ,3683404553.07,2713775090.51,
301260.SZ,3683404553.07,2713775090.51,
301260.SZ,2677562285.32,2675559197.53,
