ts_code,total_assets,total_liab,goodwill
688696.SH,4758997971.03,2191457548.48,
688696.SH,4758997971.03,2191457548.48,
688696.SH,4507437440.81,2048740254.53,
688696.SH,4164195544.19,1729129861.09,
688696.SH,4164195544.19,1729129861.09,
688696.SH,2480233673.72,1698560990.09,
688696.SH,2480233673.72,1698560990.09,
688696.SH,2140957254.03,1470162581.31,
688696.SH,2140957254.03,1470162581.31,
688696.SH,1366132477.6,794935832.99,
688696.SH,1366132477.6,794935832.99,
688696.SH,859014689.54,416737135.11,
688696.SH,696697049.29,269084767.84,
