ts_code,total_assets,total_liab,goodwill
301217.SZ,6141664086.37,532874272.12,
301217.SZ,6047009031.58,473034604.57,
301217.SZ,6537452276.86,934271114.13,
301217.SZ,3434084016.91,1358489390.45,
301217.SZ,3362318816.81,1370622547.63,
301217.SZ,3362318816.81,1370622547.63,
301217.SZ,3239262863.31,1360593477.51,
301217.SZ,2906561973.6,1199816105.29,
301217.SZ,2906561973.6,1199816105.29,
301217.SZ,2790646198.07,1161952432.98,
301217.SZ,2790646198.07,1161952432.98,
301217.SZ,2750023386.99,1220957546.72,
