ts_code,total_assets,total_liab,goodwill
300979.SZ,15280659198.81,5078779122.65,
300979.SZ,15280659198.81,5078779122.65,
300979.SZ,15530300761.17,4894498962.41,
300979.SZ,10618261160.61,4276904164.51,
300979.SZ,10618261160.61,4276904164.51,
300979.SZ,9738286186.52,3996882755.09,
300979.SZ,9738286186.52,3996882755.09,
300979.SZ,9739242408.69,4744630179.44,
300979.SZ,9739242408.69,4744630179.44,
300979.SZ,9612986076.26,5444703575.83,
300979.SZ,9612986076.26,5444703575.83,
300979.SZ,7579804456.85,6104941006.11,
300979.SZ,6892431705.27,3050570654.7,
