ts_code,total_assets,total_liab,goodwill
300958.SZ,2431190074.53,1411246500.23,
300958.SZ,2431190074.53,1411246500.23,
300958.SZ,2447065260.74,1453128732.5,
300958.SZ,2402230706.09,1398229766.25,
300958.SZ,2065653985.84,1346241974.97,
300958.SZ,2065653985.84,1346241974.97,
300958.SZ,1858948085.26,1172536120.81,
300958.SZ,1866050943.44,1199960345.32,
300958.SZ,1866050943.44,1199960345.32,
300958.SZ,2148931888.36,1508219804.66,
300958.SZ,2148931888.36,1508219804.66,
300958.SZ,2064249982.21,1532264095.15,
300958.SZ,1679515088.51,1308263216.89,
