ts_code,total_assets,total_liab,goodwill
301106.SZ,1320523414.41,212197249.73,3238201.98
301106.SZ,1292213720.09,212702882.27,3238201.98
301106.SZ,1288473903.66,207658367.89,3238201.98
301106.SZ,663831378.21,218438038.94,3238201.98
301106.SZ,637828322.27,209572421.17,3238201.98
301106.SZ,637828322.27,209572421.17,3238201.98
301106.SZ,613002180.51,206347837.29,3238201.98
301106.SZ,553275216.29,174414785.54,3238201.98
301106.SZ,553275216.29,174414785.54,3238201.98
301106.SZ,496433930.11,175233034.74,3238201.98
301106.SZ,496433930.11,175233034.74,3238201.98
301106.SZ,359235258.96,160384129.44,3238201.98
