ts_code,total_assets,total_liab,goodwill
301070.SZ,963405697.93,167797535.22,9132499.96
301070.SZ,963405697.93,167797535.22,9132499.96
301070.SZ,516723465.66,137450160.01,9132499.96
301070.SZ,413121140.73,63637434.22,9132499.96
301070.SZ,413121140.73,63637434.22,9132499.96
301070.SZ,399796721.41,93614362.11,9132499.96
301070.SZ,399796721.41,93614362.11,9132499.96
301070.SZ,376965959.8,91559436.85,9132499.96
301070.SZ,376965959.8,91559436.85,9132499.96
301070.SZ,296521313.75,69339994.27,9132499.96
301070.SZ,210486101.89,46771090.23,9132499.96
