ts_code,total_assets,total_liab,goodwill
605580.SH,931484895.54,118911372.26,
605580.SH,931484895.54,118911372.26,
605580.SH,675321955.65,252239676.07,
605580.SH,723065681.56,332815786.81,
605580.SH,723065681.56,332815786.81,
605580.SH,692732034.66,334327231.65,
605580.SH,692732034.66,334327231.65,
605580.SH,647187617.77,351389540.97,
605580.SH,647187617.77,351389540.97,
605580.SH,604618530.31,302927183.48,
605580.SH,604618530.31,302927183.48,
605580.SH,523379404.48,271019958.96,
605580.SH,383753232.67,211933569.02,
