ts_code,total_assets,total_liab,goodwill
301109.SZ,9720688385.35,4354261225.19,
301109.SZ,9630751285.09,4441464200.95,
301109.SZ,7487363387.52,4578355744.7,
301109.SZ,7487363387.52,4578355744.7,
301109.SZ,7473790928.14,4685716226.58,
301109.SZ,7462227288.22,4685196358.33,
301109.SZ,6921156448.98,4480742443.96,
301109.SZ,6329001524.9,4073576070.94,
301109.SZ,6329001524.9,4073576070.94,
301109.SZ,5038705498.51,3131470953.72,
301109.SZ,5038705498.51,3131470953.72,
301109.SZ,4344361040.47,2884932593.04,
